dcode,dname,month_year,value
1016,บางกอกใหญ่,Y2561-M09,2426.53
1006,บางกะปิ,Y2561-M09,10417.2
1021,บางขุนเทียน,Y2561-M09,9730.34
1005,บางเขน,Y2561-M09,9348.17
1031,บางคอแหลม,Y2561-M09,3928
1040,บางแค,Y2561-M09,8220.52
1029,บางซื่อ,Y2561-M09,4859.69
1047,บางนา,Y2561-M09,6460.68
1050,บางบอน,Y2561-M09,6412.67
1025,บางพลัด,Y2561-M09,4489.09
1004,บางรัก,Y2561-M09,4778.97
1027,บึงกุ่ม,Y2561-M09,6225.61
1007,ปทุมวัน,Y2561-M09,9183.87
1032,ประเวศ,Y2561-M09,9033.04
1008,ป้อมปราบศัตรูพ่าย,Y2561-M09,2311.92
1014,พญาไท,Y2561-M09,5548.08
1009,พระโขนง,Y2561-M09,4432.04
1001,พระนคร,Y2561-M09,5529.36
1022,ภาษีเจริญ,Y2561-M09,4886.23
1010,มีนบุรี,Y2561-M09,5853.88
1012,ยานนาวา,Y2561-M09,5344.14
1037,ราชเทวี,Y2561-M09,6667.39
1024,ราษฎร์บูรณะ,Y2561-M09,3344.35
1011,ลาดกระบัง,Y2561-M09,9053.66
1038,ลาดพร้าว,Y2561-M09,6918.61
1045,วังทองหลาง,Y2561-M09,7150.08
1039,วัฒนา,Y2561-M09,9005.46
1034,สวนหลวง,Y2561-M09,7040.22
1044,สะพานสูง,Y2561-M09,3860
1013,สัมพันธวงศ์,Y2561-M09,1503.75
1028,สาทร,Y2561-M09,4719.6
1042,สายไหม,Y2561-M09,7229.36
1023,หนองแขม,Y2561-M09,5362.1
1003,หนองจอก,Y2561-M09,4216.86
1041,หลักสี่,Y2561-M09,5485.5
1017,ห้วยขวาง,Y2561-M09,7050.1
1000,อื่นๆ,Y2561-M09,18327.36
